Chr	Start (kb)	Stop (kb)	LOD score
5	33757846	33757866	lod=19
5	33757890	33757930	lod=22
5	33768950	33769024	lod=26
5	33774289	33774309	lod=21
5	33778124	33778187	lod=21
5	33784572	33784591	lod=26
5	33786776	33786826	lod=22
5	33787256	33787278	lod=25
5	33787342	33787419	lod=107
5	33790373	33790420	lod=24
5	33790745	33790767	lod=22
5	33796284	33796334	lod=20
5	33800653	33800679	lod=25
5	33804538	33804556	lod=21
5	33805950	33806034	lod=27
5	33821813	33821855	lod=20
5	33822726	33822746	lod=17
5	33826642	33826690	lod=39
5	33841796	33841862	lod=24
5	33847288	33847325	lod=21
5	33855793	33855815	lod=18
5	33857053	33857151	lod=27
5	33858396	33858431	lod=22
5	33858469	33858554	lod=36
5	33861996	33862080	lod=50
5	33865497	33865511	lod=19
5	33866846	33866868	lod=19
5	33867363	33867389	lod=21
5	33868589	33868663	lod=44
5	33869224	33869268	lod=20
5	33870217	33870248	lod=21
5	33870264	33870319	lod=36
5	33878350	33878362	lod=17
5	33878399	33878485	lod=49
5	33882185	33882206	lod=19
5	33882255	33882305	lod=33
5	33890753	33890772	lod=21
5	33890909	33890945	lod=23
5	33891347	33891361	lod=18
5	33916360	33916382	lod=23
5	33916973	33917013	lod=63
5	33917032	33917055	lod=25
5	33917076	33917081	lod=17
5	33917092	33917137	lod=41
5	33917149	33917172	lod=52
5	33917184	33917198	lod=23
5	33917248	33917292	lod=26
5	33917305	33917353	lod=57
5	33926037	33926236	lod=114
5	33927095	33927126	lod=52
5	33927273	33927305	lod=18
5	33927565	33927630	lod=58
5	33927694	33927745	lod=62
5	33927921	33927932	lod=17
5	33928131	33928146	lod=21
5	33931360	33931383	lod=17
5	33935586	33935620	lod=19
5	33935659	33935683	lod=17
5	33944843	33944892	lod=21
5	33945549	33945576	lod=19
5	33946981	33947020	lod=21
5	33961648	33961675	lod=18
5	33963340	33963375	lod=20
5	33964749	33964763	lod=20
5	33970227	33970273	lod=25
5	33971946	33971964	lod=27
5	33972716	33972767	lod=32
5	33972840	33972855	lod=30
5	33972860	33972976	lod=261
5	33972978	33973075	lod=250
5	33973082	33973173	lod=236
5	33973227	33973270	lod=55
5	33973283	33973295	lod=24
5	33973304	33973315	lod=39
5	33973331	33973357	lod=67
5	33973382	33973441	lod=163
5	33973446	33973483	lod=106
5	33973547	33973666	lod=329
5	33973670	33973909	lod=540
5	33973925	33974002	lod=133
5	33976482	33976497	lod=17
5	33979690	33979708	lod=20
5	33980494	33980694	lod=360
5	33983022	33983104	lod=183
5	33983109	33983222	lod=234
5	33983226	33983248	lod=49
5	33983339	33983362	lod=28
5	33983368	33983399	lod=22
5	33987409	33987549	lod=343
5	33988402	33988421	lod=23
5	33988478	33988493	lod=20
5	33990218	33990309	lod=304
5	33990313	33990318	lod=27
5	33990337	33990369	lod=39
5	33993685	33993719	lod=20
5	33999543	33999554	lod=17
5	33999610	33999639	lod=33
5	33999708	33999821	lod=169
5	33999833	33999891	lod=99
5	34006715	34007239	lod=1329
5	34007247	34007299	lod=34
5	34007908	34008051	lod=480
5	34008058	34008490	lod=1190
5	34008495	34008511	lod=21
5	34008525	34008583	lod=60
5	34008602	34008641	lod=27
5	34008659	34008697	lod=34
5	34008797	34008861	lod=78
5	34009277	34009286	lod=16
5	34010310	34010339	lod=22
5	34010350	34010423	lod=38
5	34011365	34011497	lod=41
5	34015468	34015773	lod=99
5	34017920	34017930	lod=19
5	34018090	34018242	lod=355
5	34018267	34018290	lod=38
5	34018393	34018404	lod=19
5	34020053	34020063	lod=28
5	34020071	34020121	lod=91
5	34020125	34020151	lod=66
5	34020161	34020339	lod=421
5	34020560	34020613	lod=85
5	34020646	34020682	lod=28
5	34020952	34020958	lod=16
5	34020966	34020973	lod=17
5	34021032	34021037	lod=18
5	34021083	34021094	lod=22
5	34021313	34021331	lod=28
5	34021453	34021477	lod=20
5	34021486	34021516	lod=25
5	34021581	34021589	lod=16
5	34021651	34021681	lod=25
5	34021730	34021748	lod=25
5	34021756	34021801	lod=21
5	34024954	34024969	lod=27
5	34025012	34025077	lod=96
5	34025096	34025134	lod=45
5	34025156	34025182	lod=35
5	34025210	34025281	lod=143
5	34025288	34025316	lod=83
5	34025321	34025333	lod=24
5	34025336	34025367	lod=53
5	34026581	34026649	lod=35
5	34026735	34026785	lod=23
5	34027456	34027599	lod=80
5	34028040	34028122	lod=45
5	34028666	34028783	lod=66
5	34032659	34032697	lod=23
5	34032715	34032850	lod=49
5	34032879	34033438	lod=1358
5	34033445	34033541	lod=264
5	34033684	34033712	lod=23
5	34034500	34034515	lod=27
5	34034519	34034563	lod=93
5	34034567	34034602	lod=60
5	34034629	34034634	lod=18
5	34034651	34034705	lod=79
5	34035207	34035264	lod=25
5	34040429	34040494	lod=114
5	34040496	34040568	lod=92
5	34040577	34040598	lod=35
5	34041613	34041651	lod=94
5	34041658	34041763	lod=151
5	34043629	34043689	lod=38
5	34043706	34043718	lod=32
5	34043726	34043737	lod=25
5	34043774	34043830	lod=89
5	34043834	34043856	lod=40
5	34043873	34043881	lod=20
5	34053690	34053720	lod=20
5	34055576	34055621	lod=30
5	34056444	34056606	lod=291
5	34059768	34059873	lod=219
5	34064603	34064756	lod=324
5	34065619	34065652	lod=18
5	34069162	34069334	lod=276
5	34071501	34071646	lod=141
5	34073617	34073672	lod=22
5	34073746	34073766	lod=19
5	34078641	34078963	lod=579
5	34079096	34079159	lod=76
5	34079178	34079193	lod=19
5	34079211	34079270	lod=60
5	34079277	34079285	lod=18
5	34079304	34079362	lod=42
5	34079373	34079395	lod=34
5	34079407	34079419	lod=28
5	34081396	34081423	lod=18
5	34083220	34083269	lod=35
5	34083308	34083412	lod=44
5	34083503	34083519	lod=18
5	34086958	34086999	lod=26
5	34089015	34089037	lod=28
5	34089055	34089167	lod=110
5	34089191	34089209	lod=18
5	34091673	34091762	lod=36
5	34104889	34104901	lod=16
5	34104956	34104981	lod=26
5	34106817	34106838	lod=28
5	34106853	34106928	lod=51
5	34106960	34107007	lod=20
5	34107062	34107078	lod=17
5	34109462	34109502	lod=22
5	34113698	34113715	lod=19
5	34117885	34117912	lod=32
5	34117947	34118008	lod=63
5	34118018	34118354	lod=492
5	34118379	34118389	lod=21
5	34118398	34118426	lod=43
5	34118460	34118476	lod=22
5	34130126	34130317	lod=123
5	34130361	34130398	lod=43
5	34134051	34134131	lod=49
5	34135265	34135282	lod=17
5	34136493	34136551	lod=25
5	34136794	34136807	lod=16
5	34142176	34142222	lod=22
5	34147192	34147295	lod=33
5	34149833	34150118	lod=224
5	34155138	34155153	lod=17
5	34159438	34159484	lod=24
5	34159509	34159583	lod=31
5	34163610	34163867	lod=126
5	34163987	34164289	lod=122
5	34164466	34165163	lod=278
5	34168756	34168858	lod=98
5	34169051	34169179	lod=116
5	34169194	34169358	lod=179
5	34169384	34169420	lod=32
5	34191250	34191316	lod=28
5	34191368	34191427	lod=56
5	34194937	34194972	lod=22
5	34195067	34195098	lod=26
5	34195211	34195388	lod=101
5	34202126	34202160	lod=24
5	34211674	34211756	lod=145
5	34211763	34211777	lod=24
5	34211785	34211821	lod=77
5	34214869	34214885	lod=28
5	34214902	34214961	lod=83
5	34217480	34217535	lod=51
5	34217568	34217572	lod=16
5	34218537	34218595	lod=139
5	34218640	34218646	lod=17
5	34218696	34218706	lod=16
5	34218710	34218732	lod=37
5	34222274	34222334	lod=22
5	34226263	34226277	lod=16
5	34234813	34234989	lod=259
5	34235079	34235091	lod=17
5	34240696	34240743	lod=32
5	34245484	34245501	lod=19
5	34245525	34245595	lod=51
5	34245724	34245786	lod=50
5	34245794	34245804	lod=20
5	34250697	34250709	lod=17
5	34254759	34254773	lod=23
5	34254834	34254841	lod=18
5	34254862	34254915	lod=37
5	34254964	34255005	lod=27
5	34257362	34257434	lod=40
5	34257573	34257595	lod=29
5	34274484	34279939	lod=5120
5	34280027	34280068	lod=38
5	34280111	34281388	lod=949
5	34281556	34281809	lod=126
5	34281836	34282025	lod=126
5	34282079	34282186	lod=54
5	34282228	34282316	lod=56
5	34282356	34282368	lod=17
5	34282396	34282542	lod=106
5	34282563	34282592	lod=27
5	34282621	34282650	lod=38
5	34282716	34282771	lod=47
5	34282818	34282986	lod=63
5	34283133	34283167	lod=26
5	34283192	34283236	lod=25
5	34283270	34283494	lod=150
5	34283553	34283653	lod=69
5	34283663	34283739	lod=46
5	34283775	34296365	lod=11150
5	34297573	34298140	lod=337
5	34298180	34298519	lod=152
5	34298650	34298783	lod=61
5	34298836	34298852	lod=21
5	34298885	34298998	lod=47
5	34299079	34299118	lod=31
5	34299262	34299294	lod=19
5	34299491	34299506	lod=23
5	34299680	34299828	lod=71
5	34299847	34300101	lod=266
5	34300624	34300640	lod=17
5	34300727	34300745	lod=18
5	34300868	34300896	lod=33
5	34301264	34301643	lod=333
5	34302784	34302806	lod=25
5	34302937	34302963	lod=21
5	34303101	34303166	lod=34
5	34303240	34303385	lod=54
5	34303398	34303548	lod=72
5	34303580	34303621	lod=27
5	34303682	34303697	lod=17
5	34303706	34303754	lod=23
5	34303858	34303928	lod=42
5	34304023	34304040	lod=23
5	34304071	34304169	lod=57
5	34304212	34304237	lod=25
5	34304264	34304288	lod=20
5	34304303	34304327	lod=25
5	34304336	34304381	lod=37
5	34304438	34311954	lod=6984
5	34312017	34312120	lod=51
5	34312187	34315399	lod=2154
5	34315420	34315510	lod=47
5	34315530	34325112	lod=8141
5	34325140	34325504	lod=183
5	34325600	34325961	lod=234
5	34326090	34327322	lod=755
5	34327331	34327862	lod=358
5	34327886	34328000	lod=53
5	34328006	34328020	lod=17
5	34328041	34328113	lod=55
5	34328149	34328271	lod=70
5	34328596	34328729	lod=77
5	34328752	34335108	lod=5185
5	34335171	34335425	lod=77
5	34335464	34335624	lod=98
5	34335831	34335844	lod=16
5	34335878	34336370	lod=319
5	34336502	34336525	lod=24
5	34336670	34336722	lod=44
5	34336754	34337216	lod=625
5	34337313	34337327	lod=29
5	34337514	34337577	lod=23
5	34337620	34337676	lod=47
5	34337770	34337886	lod=47
5	34337902	34338161	lod=97
5	34338190	34338250	lod=44
5	34338309	34338780	lod=287
5	34339006	34340710	lod=1171
5	34340743	34340823	lod=52
5	34340843	34341498	lod=604
5	34342898	34343982	lod=837
5	34344094	34344196	lod=45
5	34344408	34344459	lod=30
5	34344537	34344573	lod=21
5	34344620	34344656	lod=23
5	34344697	34347953	lod=2696
5	34347973	34348066	lod=39
5	34348078	34348122	lod=33
5	34348216	34348258	lod=46
5	34348315	34348326	lod=18
5	34348367	34348381	lod=20
5	34348425	34348454	lod=21
5	34348500	34348543	lod=25
5	34348615	34348693	lod=32
5	34348730	34348778	lod=22
5	34348891	34348942	lod=43
5	34349113	34349156	lod=28
5	34349181	34349224	lod=31
5	34349591	34349627	lod=27
5	34349697	34349738	lod=47
5	34349787	34349906	lod=125
5	34349927	34349963	lod=35
5	34349980	34350084	lod=86
5	34350177	34350499	lod=189
5	34350559	34350599	lod=22
5	34350631	34350651	lod=22
5	34350689	34350759	lod=38
5	34350842	34353427	lod=2315
5	34353435	34353444	lod=15
5	34353469	34353493	lod=23
5	34353659	34353943	lod=168
5	34353952	34355370	lod=1128
5	34356457	34357509	lod=698
5	34357522	34357832	lod=335
5	34357935	34358653	lod=448
5	34358667	34358710	lod=26
5	34358760	34358832	lod=39
5	34358845	34358874	lod=27
5	34358903	34358912	lod=20
5	34358931	34358954	lod=25
5	34359137	34359157	lod=23
5	34359199	34359208	lod=20
5	34359249	34359264	lod=20
5	34359289	34359332	lod=29
5	34359384	34359426	lod=25
5	34359520	34359533	lod=22
5	34359546	34359567	lod=20
5	34359650	34359693	lod=35
5	34359713	34359722	lod=16
5	34359778	34359867	lod=63
5	34359918	34360309	lod=366
5	34360373	34360434	lod=61
5	34360442	34360467	lod=26
5	34360517	34360625	lod=63
5	34360667	34360693	lod=19
5	34360713	34360743	lod=30
5	34360798	34361074	lod=166
5	34361104	34363881	lod=2629
5	34379434	34379462	lod=20
5	34387999	34388150	lod=65
5	34406364	34406392	lod=20
5	34406415	34406515	lod=132
5	34406532	34406573	lod=30
5	34407749	34407825	lod=37
5	34407867	34407966	lod=43
5	34408207	34408283	lod=28
5	34408346	34408383	lod=21
5	34408464	34408678	lod=64
5	34408883	34408933	lod=38
5	34409075	34409168	lod=60
5	34409198	34409238	lod=35
5	34409536	34409551	lod=22
5	34411593	34411653	lod=27
5	34426234	34426256	lod=35
5	34426278	34426401	lod=110
5	34431334	34431453	lod=42
5	34431549	34431578	lod=21
5	34438310	34440327	lod=1049
5	34440764	34440881	lod=42
5	34440999	34441013	lod=18
5	34441153	34441206	lod=23
5	34447368	34447402	lod=37
5	34447426	34447626	lod=79
5	34510685	34510715	lod=19
5	34530735	34530788	lod=22
5	34532756	34532867	lod=65
5	34537227	34537253	lod=18
5	34539318	34539397	lod=26
5	34540332	34540387	lod=25
5	34545102	34545121	lod=20
5	34547677	34547736	lod=23
5	34566044	34566096	lod=40
5	34570215	34570271	lod=78
5	34570302	34570328	lod=21
5	34570343	34570368	lod=30
5	34570721	34570813	lod=83
5	34575046	34575156	lod=63
5	34587777	34587808	lod=18
5	34587823	34587855	lod=34
5	34587933	34587977	lod=40
5	34588000	34588019	lod=18
5	34588230	34588240	lod=17
5	34590646	34590671	lod=17
5	34592065	34592171	lod=62
5	34594808	34594855	lod=26
5	34594916	34594940	lod=21
5	34594999	34595059	lod=29
5	34605114	34605141	lod=20
5	34607265	34607290	lod=20
5	34607341	34607376	lod=40
5	34607386	34607422	lod=35
5	34612936	34612970	lod=31
5	34622131	34622266	lod=129
5	34622750	34622783	lod=21
5	34622814	34622828	lod=24
5	34623272	34623294	lod=21
5	34631357	34631376	lod=19
5	34634152	34634181	lod=32
5	34634212	34634316	lod=60
5	34635514	34635535	lod=21
5	34635632	34635702	lod=28
5	34639227	34639273	lod=28
5	34639363	34639416	lod=37
5	34644776	34644938	lod=150
5	34645252	34645338	lod=49
5	34646855	34646885	lod=28
5	34647050	34647106	lod=46
5	34647383	34647403	lod=19
5	34647481	34647502	lod=19
5	34647874	34647899	lod=24
5	34647994	34648029	lod=28
5	34648281	34648313	lod=21
5	34653004	34653028	lod=24
5	34653211	34653249	lod=20
5	34654325	34654340	lod=18
5	34654401	34654442	lod=29
5	34657756	34657815	lod=69
5	34657962	34657996	lod=34
5	34658070	34658147	lod=65
5	34658340	34658355	lod=25
5	34663653	34663781	lod=77
5	34663834	34663949	lod=88
5	34663966	34664013	lod=45
5	34664067	34664131	lod=39
5	34664160	34664195	lod=20
5	34665129	34665172	lod=35
5	34665212	34665226	lod=17
5	34665261	34665287	lod=27
5	34668852	34668867	lod=18
5	34668922	34668946	lod=18
5	34673224	34673250	lod=21
5	34684415	34684491	lod=25
5	34685141	34685177	lod=30
5	34687773	34687798	lod=22
5	34692015	34692083	lod=44
5	34692090	34692167	lod=81
5	34692209	34692216	lod=17
5	34692333	34692344	lod=20
5	34692392	34692410	lod=23
5	34692877	34692886	lod=19
5	34696438	34696458	lod=18
5	34705252	34705278	lod=21
5	34712521	34712578	lod=29
5	34712608	34712653	lod=27
5	34715086	34715119	lod=20
5	34719239	34719263	lod=18
5	34720326	34720343	lod=21
5	34721827	34721877	lod=31
5	34722729	34722843	lod=130
5	34722888	34722897	lod=17
5	34723657	34723677	lod=17
5	34724386	34724406	lod=23
5	34724415	34724447	lod=33
5	34726176	34726210	lod=22
5	34726245	34726264	lod=19
5	34726298	34726309	lod=17
5	34727256	34727526	lod=172
5	34727557	34727574	lod=18
5	34727768	34727787	lod=30
5	34728180	34728237	lod=33
5	34730655	34730665	lod=17
5	34734891	34734910	lod=22
5	34739039	34739085	lod=26
5	34739166	34739218	lod=30
5	34741985	34742001	lod=32
5	34742018	34742150	lod=152
5	34742213	34742232	lod=20
5	34742282	34742296	lod=17
5	34743358	34743380	lod=19
5	34743730	34743754	lod=22
5	34743771	34743785	lod=18
5	34750212	34750228	lod=19
5	34750355	34750387	lod=19
5	34750417	34750449	lod=23
5	34750592	34750605	lod=20
5	34750650	34750673	lod=30
5	34751884	34751922	lod=25
5	34757123	34757280	lod=132
5	34760638	34760658	lod=18
5	34760757	34760773	lod=17
5	34760869	34760883	lod=16
5	34760933	34760943	lod=17
5	34768876	34768896	lod=19
5	34771354	34771466	lod=112
5	34771497	34771508	lod=16
5	34771583	34771623	lod=23
5	34776608	34776833	lod=132
5	34776868	34776884	lod=17
5	34785330	34785350	lod=19
5	34785486	34785564	lod=57
5	34785604	34785671	lod=70
5	34785682	34785805	lod=57
5	34788085	34788129	lod=24
5	34788167	34788188	lod=21
5	34788316	34788344	lod=22
5	34790762	34790775	lod=16
5	34790832	34790866	lod=25
5	34793014	34793031	lod=21
5	34793176	34793199	lod=22
5	34793326	34793465	lod=270
5	34798551	34798591	lod=22
5	34798628	34798650	lod=20
5	34798668	34798719	lod=90
5	34800528	34800542	lod=17
5	34800610	34800639	lod=23
5	34805236	34805256	lod=18
5	34805288	34805299	lod=16
5	34807691	34807719	lod=19
5	34817414	34817441	lod=28
5	34831797	34831916	lod=86
5	34833282	34833298	lod=18
5	34833367	34833391	lod=22
5	34833444	34833471	lod=26
5	34835488	34835534	lod=21
5	34836750	34836817	lod=48
5	34839478	34839497	lod=18
5	34839571	34839642	lod=89
5	34840125	34840146	lod=25
5	34840272	34840297	lod=21
5	34840399	34840470	lod=40
5	34840528	34840575	lod=35
5	34840790	34841001	lod=174
5	34843641	34843673	lod=34
5	34843685	34843742	lod=61
5	34844443	34844526	lod=79
5	34845868	34845885	lod=16
5	34846861	34846991	lod=222
5	34847415	34847455	lod=22
5	34847626	34847911	lod=473
5	34848034	34848078	lod=84
5	34849192	34849214	lod=20
5	34849222	34849249	lod=21
5	34849269	34849277	lod=22
5	34849329	34849534	lod=431
5	34850422	34850535	lod=160
5	34852306	34852341	lod=18
5	34852449	34852456	lod=16
5	34853885	34853923	lod=21
5	34854634	34854716	lod=79
5	34857590	34857646	lod=119
5	34857652	34857714	lod=142
5	34858146	34858163	lod=17
5	34858815	34858834	lod=25
5	34858838	34858885	lod=61
5	34858981	34859005	lod=18
5	34859025	34859086	lod=35
5	34859129	34859239	lod=126
5	34859333	34859375	lod=57
5	34859423	34859542	lod=181
5	34859585	34859701	lod=133
5	34859723	34859761	lod=39
5	34859804	34859830	lod=26
5	34859847	34859857	lod=25
5	34859870	34859947	lod=63
5	34859984	34859989	lod=16
5	34859994	34860013	lod=31
5	34860023	34860034	lod=23
5	34860050	34860083	lod=39
5	34860092	34860106	lod=32
5	34860119	34860130	lod=20
5	34860137	34860151	lod=36
5	34860177	34860211	lod=46
5	34860224	34860255	lod=39
5	34860266	34860292	lod=32
5	34860300	34860361	lod=95
5	34862187	34862262	lod=192
5	34862272	34862298	lod=95
5	34862303	34862348	lod=121
5	34865591	34865662	lod=181
5	34866546	34866627	lod=232
5	34866698	34866711	lod=17
5	34867062	34867100	lod=35
5	34867315	34867584	lod=341
5	34867607	34867636	lod=31
5	34867935	34867951	lod=24
5	34868121	34868168	lod=28
5	34868195	34868243	lod=65
5	34868277	34868475	lod=286
5	34869684	34869697	lod=23
5	34872760	34872801	lod=23
5	34873057	34873080	lod=18
5	34873478	34873490	lod=16
5	34874080	34874114	lod=22
5	34876512	34876608	lod=50
5	34881484	34881507	lod=24
5	34886053	34886181	lod=107
5	34890581	34890598	lod=17
5	34896602	34896618	lod=23
5	34896635	34896850	lod=417
5	34897115	34897333	lod=485
5	34897337	34897370	lod=89
5	34898160	34898230	lod=38
5	34898757	34898821	lod=46
5	34898839	34898924	lod=48
5	34899815	34899852	lod=26
5	34900282	34900361	lod=60
5	34900387	34900433	lod=44
5	34900990	34901083	lod=42
5	34901108	34901120	lod=19
5	34901156	34901181	lod=24
5	34902254	34902288	lod=22
5	34902304	34902350	lod=30
5	34902411	34902469	lod=30
5	34902663	34902704	lod=20
5	34902751	34902763	lod=17
5	34902793	34902810	lod=29
5	34902866	34902931	lod=46
5	34903397	34903416	lod=20
5	34904758	34904816	lod=50
5	34904829	34904861	lod=41
5	34905083	34905105	lod=17
5	34907187	34907253	lod=27
5	34907785	34907837	lod=24
5	34909026	34909104	lod=29
5	34916055	34916178	lod=74
5	34916426	34916456	lod=19
5	34916815	34916899	lod=62
5	34917045	34917075	lod=21
5	34918590	34918618	lod=25
5	34918932	34918952	lod=23
5	34918956	34918964	lod=15
5	34918974	34918988	lod=28
5	34918999	34919397	lod=515
5	34922258	34922281	lod=21
5	34922324	34922395	lod=45
5	34924313	34924333	lod=27
5	34924340	34924384	lod=28
5	34924726	34924776	lod=23
5	34927238	34927289	lod=24
5	34927886	34927927	lod=35
5	34928006	34928036	lod=25
5	34929667	34929688	lod=18
5	34933543	34933567	lod=21
5	34934307	34934331	lod=17
5	34935291	34935318	lod=33
5	34939065	34939125	lod=25
5	34942118	34942144	lod=18
5	34942543	34942589	lod=20
5	34943981	34943997	lod=25
5	34944429	34944458	lod=22
5	34944645	34944820	lod=507
5	34945113	34945221	lod=316
5	34945222	34945231	lod=20
5	34947411	34947689	lod=688
5	34948460	34948494	lod=25
5	34948969	34948985	lod=17
5	34949326	34949442	lod=280
5	34950310	34950358	lod=28
5	34950449	34950472	lod=18
5	34950550	34950715	lod=381
5	34950740	34950754	lod=33
5	34951528	34951538	lod=23
5	34951595	34951631	lod=36
5	34951738	34951762	lod=18
5	34954213	34954339	lod=408
5	34955668	34955780	lod=207
5	34958053	34958071	lod=19
5	34958075	34958159	lod=243
5	34958398	34958457	lod=170
5	34958554	34958668	lod=277
5	34958849	34958919	lod=130
5	34958992	34959098	lod=275
5	34959111	34959142	lod=23
5	34960674	34960843	lod=508
5	34961030	34961061	lod=30
5	34961075	34961173	lod=163
5	34961195	34961215	lod=42
5	34961222	34961275	lod=87
5	34961278	34961337	lod=97
5	34961393	34961429	lod=34
5	34961506	34961520	lod=36
5	34961549	34961559	lod=20
5	34963130	34963164	lod=22
5	34964483	34964500	lod=17
5	34965682	34965698	lod=39
5	34965702	34965711	lod=25
5	34965729	34965761	lod=71
5	34965771	34965778	lod=21
5	34967289	34967311	lod=20
5	34967688	34967738	lod=23
5	34969624	34969775	lod=276
5	34971567	34971701	lod=347
5	34971997	34972065	lod=123
5	34972083	34972134	lod=130
5	34973183	34973494	lod=690
5	34974716	34974836	lod=222
5	34974870	34974875	lod=16
5	34976977	34976982	lod=17
5	34976986	34977052	lod=149
5	34978560	34978598	lod=21
5	34979864	34979875	lod=21
5	34980371	34980393	lod=23
5	34980716	34980817	lod=217
5	34980826	34980836	lod=20
5	34980844	34980890	lod=70
5	34981592	34981672	lod=123
5	34986019	34986147	lod=84
5	34986177	34986209	lod=18
5	34989558	34989589	lod=18
5	34989774	34989869	lod=90
5	34990410	34990530	lod=140
5	34990542	34990584	lod=72
5	34990592	34990891	lod=392
5	34992739	34992771	lod=24
5	34992877	34992895	lod=20
5	34994247	34994378	lod=31
5	34997399	34997419	lod=18
5	35013670	35013748	lod=31
5	35022444	35022467	lod=19
5	35029994	35030106	lod=53
5	35030142	35030221	lod=48
5	35032324	35032338	lod=16
5	35032896	35032952	lod=20
5	35034580	35034699	lod=79
5	35039613	35039698	lod=90
5	35039703	35039736	lod=29
5	35039870	35039895	lod=24
5	35045087	35045126	lod=20
5	35045859	35046027	lod=312
5	35048813	35048874	lod=124
5	35048891	35048909	lod=36
5	35049846	35049983	lod=350
5	35051251	35051270	lod=19
5	35061617	35061730	lod=235
5	35062063	35062075	lod=19
5	35062264	35062301	lod=80
5	35062326	35062375	lod=88
5	35062397	35062417	lod=19
5	35062448	35062461	lod=18
5	35062593	35062635	lod=20
5	35062752	35062798	lod=29
5	35063395	35063412	lod=17
5	35063533	35063587	lod=22
5	35065081	35065106	lod=17
5	35066842	35066864	lod=19
5	35067611	35067681	lod=31
5	35068591	35068707	lod=248
5	35068883	35068903	lod=18
5	35069071	35069075	lod=18
5	35069087	35069106	lod=24
5	35069314	35069330	lod=25
5	35069367	35069418	lod=47
5	35071079	35071106	lod=68
5	35071119	35071180	lod=166
5	35072293	35072339	lod=21
5	35072800	35072871	lod=163
5	35072876	35072893	lod=49
5	35072897	35072930	lod=51
5	35073027	35073044	lod=18
5	35075172	35075307	lod=337
5	35075320	35075352	lod=41
5	35076430	35076499	lod=108
5	35076659	35076673	lod=19
5	35076694	35076713	lod=19
5	35077617	35077654	lod=25
5	35077730	35077773	lod=44
5	35077822	35077871	lod=38
5	35077910	35077930	lod=24
5	35083654	35083666	lod=16
5	35083824	35083840	lod=19
5	35089131	35089167	lod=23
5	35091284	35091328	lod=41
5	35091563	35091621	lod=47
5	35091684	35091695	lod=19
5	35091737	35091759	lod=24
5	35091791	35091842	lod=57
5	35091960	35091980	lod=25
5	35092427	35092486	lod=31
5	35092902	35092936	lod=23
5	35093275	35093431	lod=124
5	35093528	35093571	lod=25
5	35093645	35093757	lod=32
5	35093865	35093881	lod=17
5	35094067	35094135	lod=67
5	35094157	35094181	lod=39
5	35094200	35094276	lod=38
5	35094347	35094399	lod=22
5	35094417	35094522	lod=67
5	35094543	35094559	lod=20
5	35094743	35094877	lod=80
5	35096401	35096411	lod=16
5	35096795	35096821	lod=19
5	35097067	35097108	lod=33
5	35097403	35097474	lod=33
5	35099832	35099893	lod=29
5	35099923	35100147	lod=336
5	35100185	35100224	lod=38
5	35100263	35100276	lod=21
5	35100314	35100320	lod=20
5	35100355	35100364	lod=19
5	35100408	35100414	lod=17
5	35100424	35100435	lod=19
5	35100440	35100456	lod=22
5	35100482	35100515	lod=26
5	35100535	35100549	lod=39
5	35100684	35100707	lod=34
5	35100732	35100808	lod=67
5	35100885	35100970	lod=77
5	35100975	35100991	lod=37
5	35101040	35101058	lod=22
5	35101128	35101187	lod=65
5	35101227	35101246	lod=32
5	35101260	35101297	lod=76
5	35101322	35101334	lod=18
5	35101518	35101531	lod=24
5	35101566	35101585	lod=39
5	35101719	35101781	lod=151
5	35101818	35101826	lod=18
5	35101835	35101982	lod=284
5	35103500	35103542	lod=23
5	35104068	35104176	lod=205
5	35104634	35104769	lod=167
5	35105933	35105941	lod=19
5	35105977	35105998	lod=43
5	35106012	35106127	lod=170
5	35108427	35108495	lod=94
5	35108515	35108606	lod=86
5	35117079	35117346	lod=520
5	35117362	35117380	lod=18
5	35117695	35117861	lod=443
5	35117910	35117927	lod=18
5	35118026	35118043	lod=38
5	35118791	35118814	lod=18
5	35119099	35119147	lod=46
5	35119151	35119165	lod=18
5	35119171	35119276	lod=120
5	35120323	35120484	lod=144
5	35122062	35122113	lod=43
5	35122117	35122167	lod=76
5	35122177	35122218	lod=47
5	35125398	35125416	lod=35
5	35125427	35125442	lod=21
5	35125468	35125533	lod=37
5	35125588	35125668	lod=66
5	35125726	35125744	lod=23
5	35125804	35125821	lod=17
5	35126178	35126207	lod=23
5	35126223	35126280	lod=38
5	35126299	35126315	lod=24
5	35126320	35126353	lod=22
5	35126359	35126399	lod=30
5	35131081	35131114	lod=25
5	35134366	35134392	lod=18
5	35134498	35134549	lod=23
5	35139593	35139617	lod=24
5	35147136	35147176	lod=47
5	35147455	35147466	lod=16
5	35148595	35148630	lod=24
5	35151838	35151868	lod=18
5	35153563	35153623	lod=31
5	35153914	35153925	lod=18
5	35153956	35154006	lod=39
5	35155513	35155568	lod=27
5	35156824	35156844	lod=19
5	35157346	35157498	lod=44
5	35158464	35158493	lod=22
5	35158731	35158743	lod=17
5	35159131	35159143	lod=18
5	35161514	35161524	lod=17
5	35161578	35161593	lod=20
5	35161600	35161648	lod=28
5	35161928	35161981	lod=39
5	35165737	35165743	lod=22
5	35165935	35166030	lod=56
5	35166510	35166532	lod=20
5	35167727	35167747	lod=20
5	35170308	35170372	lod=26
5	35175525	35175593	lod=24
