FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0040513	CG1669	chr2R	3331324	3333266	11.06899	10.669177	12.60211	11.95403	9.00419	10.88406	12.83749	17.59656	5.43877	5.87286	8.027726	7.25586	10.9462	5.687973	7.38707	4.05236	12.26781	11.79425	11.59604	7.90372	13.72437	19.50894	8.71513	9.65214	7.29328	9.6766	12.0722	8.00544	9.09276	8.31834
FBgn0043471	CG12388	chr2R	7225301	7226282	0.0575837	0.0219273	0.0956883	0.0488945	0.118015	0.119893	0.361427	3.53013	13.8195	29.3354	43.7638	47.146	40.0972	50.3692	20.4274	43.0514	4.60301	0.711319	0.239125	0.280493	0.107705	2.40088	5.62208	31.1423	45.8165	46.4799	47.149	58.1924	26.4556	28.3638
FBgn0001296	CG12286	chr3R	8507902	8515398	1.07752	5.45625	11.1962	21.225	25.38	29.7141	25.9204	49.6725	35.6541	20.0086	9.7317	9.20767	5.63368	2.71058	3.19752	7.32718	10.6616	12.4325	40.1087	12.7768	10.0127	11.541	23.1763	35.6169	16.7205	12.0073	13.7954	52.6756	43.9147	44.3723
FBgn0037375	CG1193	chr3R	1607205	1613230	0.138579	1.6852346	1.5391812	1.097263	1.1548066	4.029334	6.324785	10.973836	9.345137	8.36994	7.977737	6.818024	7.27102	2.465302	0.708349	2.91673	8.79067	10.695307	12.038745	26.85482	40.743	39.40127	32.912465	36.1424	54.48948	73.14939	84.7766	2.301597	0.8398078	0.8644925
FBgn0040207	CG13956	chrX	16161037	16170213	35.0895	4.54739	11.11932	22.51951	25.46044	37.1308	30.392	19.22708	18.05955	14.64636	10.54532	10.96095	9.72837	7.5247	7.53681	6.86387	9.42937	13.44694	13.16357	13.64507	12.9028	12.03391	10.48995	6.80275	6.33384	5.0317	5.32096	19.91629	35.7351	32.25065
FBgn0040208	CG10229	chr3R	1053006	1058046	60.585	46.33599	40.66254	44.52996	40.32504	27.238	26.06741	20.43307	16.9566	24.6856	25.50202	26.27824	15.9724	12.323528	12.81592	10.43343	19.05143	26.50058	30.73612	37.44721	35.91387	24.78566	21.7691	34.11207	13.502191	13.49864	14.50989	21.70507	34.15524	35.53454
FBgn0001297	CG33956	chr3R	25591670	25620229	8.489533	7.968117	11.043561	16.53373	14.798094	23.81483	19.406728	33.007053	40.69118	59.85403	45.711827	43.792727	30.702853	26.133659	35.168615	27.193289	49.03518	54.59456	58.92371	43.807727	26.941375	22.571743	40.792036	81.29061	67.29901	79.41106	78.65072	59.38943	25.168224	25.543025
FBgn0086133	kdn	chrX	6244661	6255423	76.6891	128.778	171.138	162.735	144.451	145.692	172.216	205.359	194.011	277.165	466.437	430.866	656.715	538.388	524.925	212.406	104.44957	74.20245	76.01031	59.43709	48.2504	224.6396	1061.07	1491.04	1068.31	567.0695	258.6728	1015.77	186.411	129.869
FBgn0015399	CG12283	chr2L	12818929	12822787	0.0995181	0.233357	0.150865	0.720484	1.43306	7.94189	8.92891	11.5772	11.3836	11.3092	8.09462	8.34694	8.87941	2.95028	1.29997	3.52435	9.51021	10.7	12.1945	20.666	23.5516	15.437	7.09973	5.72102	4.26285	4.08211	4.79015	4.54168	3.09885	2.82963
FBgn0015400	CG4977	chr2L	11621818	11626136	0.0436079	0.413476	0.843001	1.32188	2.26558	2.128	4.78165	8.55107	10.0399	9.84458	7.13276	7.94548	6.25021	1.96715	0.73098	0.377504	1.29817	1.70088	2.28171	4.08214	7.22255	7.14356	4.21271	1.59957	1.82077	1.84485	2.23378	0.935437	0.329664	0.381092
FBgn0028370	CG4192	chr2L	15552480	15583988	0.00868336	0.0347187	0.0120245	0.0	0.0444901	0.0949166	0.27719	1.710305	3.161321	4.473044	3.907212	4.08312	4.083895	1.077157	0.338501	0.218477	0.567781	0.627672	0.820644	2.106037	3.73685	5.34657	4.32727	2.207647	1.743015	2.180285	2.664378	0.949313	0.370193	0.373525
FBgn0032484	CG9431	chr2L	13212326	13215173	0.00747514	0.0426969	0.0745298	0.0301329	0.0842593	0.0700368	0.173597	0.263656	0.484124	1.10954	1.96655	3.16042	2.03804	0.793152	0.339968	0.313749	0.388544	0.4864872	0.31772	1.306335	1.445215	2.50218	8.453551	5.650914	3.161646	2.010855	1.576633	1.28072	0.458633	0.263
FBgn0031016	CG12199	chrX	19247199	19365906	29.24415	37.36056	23.03403	53.0845	59.0188	42.00494	42.58009	43.46818	25.42042	18.1271	15.44839	12.61872	8.10097	4.128822	3.841002	6.03369	18.0089	23.77024	33.04133	23.90839	31.75041	19.26532	9.55739	7.785497	7.33354	8.10574	9.521518	16.27741	17.09961	18.88326
FBgn0039862	CG1804	chr3R	27484301	27490345	1.767062	1.537255	1.267814	1.088418	1.050506	1.324069	3.21722	5.59268	7.47335	8.00275	6.87566	7.467699	7.24562	2.13529	1.078634	0.610813	1.787393	2.01141	2.32532	4.555815	7.81582	7.10764	5.17985	2.70915	2.95486	3.41953	4.22487	2.497249	1.925097	1.691008
FBgn0001301	CG7210	chr2L	18129329	18138210	21.7261	48.2689	54.4115	35.6743	32.2154	22.8074	19.2896	17.0228	20.5711	40.8686	50.0837	55.2909	13.9784	5.30569	11.4019	9.34091	26.8767	32.8332	17.7648	44.0579	24.3544	18.6207	11.076	13.5774	10.0502	10.2114	9.81895	12.2859	14.8	14.469
FBgn0011236	CG5575	chr2R	19757784	19765326	36.63718	10.53166	7.57558	2.53416	5.23187	16.21465	32.3201	166.4294	153.3172	73.842	14.12669	13.7056	13.92624	36.43484	13.683875	5.87598	6.9779	5.38633	5.75492	27.7584	21.30038	50.96918	29.97	33.89237	12.74852	14.27954	16.05706	24.27711	28.73932	29.96788
FBgn0010504	CG11546	chr2R	4034420	4044232	26.27505	23.8138	44.12605	40.25711	40.2522	47.98697	42.19466	38.59151	17.26548	14.7885	38.3856	33.27298	19.65563	20.908607	12.33755	16.31596	22.873857	30.82334	26.82341	27.014567	37.72206	75.7239	36.08282	39.22626	67.11946	83.14549	90.91201	16.43492	18.173801	18.60333
FBgn0041205	CG16910	chr2R	20673034	20674955	46.7513	69.4727	70.7876	54.9364	53.7453	43.4721	43.0578	29.2862	25.8281	20.0701	34.1114	35.8521	15.349	12.7731	11.8367	27.7137	36.259	51.9576	55.484	34.5575	38.1119	29.7438	21.2302	16.5002	23.1804	23.8582	28.9715	20.9211	26.8942	30.8626
FBgn0024887	CG5649	chr3L	20349836	20351490	29.9945	45.3329	41.608	37.9702	37.1271	28.8741	27.3577	17.0125	16.8753	10.9289	10.5436	12.9771	7.49647	6.40124	5.537	7.63418	12.0782	16.7063	15.6219	18.8872	21.5615	17.544	11.0919	7.49702	11.6866	13.7258	13.3403	9.39225	13.484	13.833
FBgn0015721	CG9398	chr2R	16989360	17011220	0.600882	11.77569	21.40216	29.343	19.11229	14.32279	11.95974	9.55016	6.32968	5.86609	4.12651	4.75698	4.260447	1.35951	0.596747	1.882518	2.302222	3.697237	3.42574	3.761395	5.259568	5.34803	3.837235	7.291302	4.709459	7.44876	9.386867	1.392099	0.362658	0.595049
FBgn0028369	CG3653	chrX	3022671	3026836	7.26796	5.38081	2.52408	9.2685	12.1115	15.4887	16.9786	12.851	8.38483	8.26658	7.78908	6.51852	5.57261	1.82975	1.06754	0.862056	2.0316	2.31384	2.94601	5.02814	10.5464	11.6423	6.29813	3.55267	3.45703	3.4459	3.54777	5.14198	6.94877	6.12283
FBgn0086902	CG3696	chr2L	210731	250851	67.48679	98.12005	109.48418	103.56224	77.20151	24.34187	63.26746	39.5159	30.07714	18.49837	36.79515	34.56456	18.00157	18.1654	14.38918	11.152304	34.59534	45.31285	43.72369	41.42353	70.73457	59.13657	21.48759	10.531425	18.26869	20.75147	21.90885	33.3284	67.663	62.4476
FBgn0001311	CG2666	chr3R	1203790	1218642	0.440327	1.837419	2.10574	4.28967	9.22403	27.4329	47.7303	119.264	65.1701	33.22892	22.54004	24.03678	18.30817	48.615	49.32486	30.9771	30.01823	21.04317	22.54653	176.103	89.9258	132.77	62.9369	24.82612	19.76194	2.214574	1.902135	13.99	0.156234	0.1687362
FBgn0001316	CG17046	chr3L	434080	540638	52.2002	51.66521	60.31539	64.1852	65.45029	68.79716	90.38597	93.274	87.94496	97.83093	72.62895	69.86669	29.646901	23.55321	19.72913	18.034587	32.42576	40.31269	50.8917	51.14477	80.03051	141.24641	48.78494	51.99124	30.53546	30.49255	28.96577	61.97115	71.18384	65.76728
FBgn0024807	CG17686	chrX	21495252	21501185	28.572649	52.598555	69.79292	69.52808	61.21713	32.86319	70.12034	71.75667	59.28607	48.69627	41.1417	42.44482	47.26535	34.12696	24.835026	27.365782	50.56748	67.94781	74.63369	85.33726	122.68941	131.68954	71.32115	41.626429	43.50028	63.37894	70.20071	40.188253	29.840804	30.59559
FBgn0017590	CG6669	chr3R	18725007	18787457	0.0975401	0.344893	0.599456	3.25371	8.02943	17.2513	28.3018	15.817	17.9772	16.8829	12.1839	16.9294	10.6402	3.51743	1.30971	1.23063	2.88614	5.07776	5.74898	9.72604	13.6787	17.2146	12.3508	4.46615	3.82566	3.48428	3.35311	1.76303	0.987242	0.859262
FBgn0040038	CG12423	chrU	1906794	1938882	0.0	0.0155256	0.01882	0.0115399	0.0139267	0.0159169	0.034121	0.0171199	0.0107526	0.00585575	0.0172725	0.0105238	0.0	0.0	0.00881732	0.409998	1.378889	1.55859	1.49492	3.228212	5.041163	6.60723	7.21663	5.915388	13.5263	19.82343	11.82895	0.0	0.00744507	0.0
FBgn0013469	CG12296	chr3L	10974268	11002439	0.766576	2.263658	8.20976	26.76866	21.63549	14.34035	21.15642	12.96996	5.452476	5.31838	3.424688	3.312904	3.235218	2.114896	1.655682	1.760878	5.26528	6.08294	6.66951	6.14326	15.14003	6.09483	2.703443	2.42615	2.553405	3.100202	3.223792	3.040579	1.743081	1.500611
FBgn0001319	CG10197	chr2R	10660151	10694566	0.2710883	1.657962	6.820692	8.824975	9.656975	15.51655	16.48658	14.76812	13.26179	12.622824	8.19824	8.405936	6.127206	1.645019	0.8399232	0.580879	1.303314	1.762451	2.352438	2.363353	3.29046	2.71409	1.055681	0.789594	0.641062	0.847759	0.6654925	0.3955111	0.1095806	0.1862262
FBgn0001320	CG4717	chr3L	20685429	20688593	3.988575	75.489	24.8001	38.8019	40.0126	41.639	25.6697	11.57037	7.25417	6.71685	5.86673	5.237813	4.37473	2.960065	1.67664	1.40494	3.69424	5.81288	6.12928	4.18695	12.80553	12.11963	7.68376	2.665953	4.020336	4.57637	5.77674	2.774924	0.832167	0.95982
FBgn0001321	CG6217	chr3R	5948080	5951441	0.275391	0.322464	0.308897	1.29779	2.65973	12.3958	32.0594	46.1094	25.6611	11.0687	3.50872	5.43248	5.11741	19.1937	12.3279	7.84734	9.84109	20.1623	29.737	104.408	34.6273	70.9915	19.9801	19.0389	6.58019	2.25773	2.78144	3.98465	0.407326	0.390692
FBgn0001323	CG4761	chr3L	20590233	20613816	0.274889	8.15923	8.1277	9.88768	9.14503	10.8571	14.2698	4.99905	3.93347	4.28632	3.05387	2.96166	2.11152	1.79026	1.26866	0.590562	1.45569	1.98469	2.76464	1.78035	4.9421	7.23169	4.17389	2.03274	1.92477	2.07229	2.17326	1.12559	0.389447	0.376531
FBgn0020294	CG10573	chr3L	21068666	21124276	0.222416	0.812153	0.703988	1.4535	3.16231	6.69198	13.8453	20.079	19.9663	15.0294	13.3915	12.7724	12.2139	8.6668	9.03679	7.23069	13.6392	21.1983	15.7897	20.761	24.6634	50.1528	14.0693	24.2345	9.11752	7.28773	5.96464	6.58068	2.24971	2.20425
FBgn0033107	CG18584	chr2R	2702564	2704510	23.8725	15.3143	16.519	19.6748	17.7209	22.4393	18.9577	12.2971	18.9463	37.0643	30.4446	34.2002	9.33768	5.25826	4.66312	3.3679	4.94584	6.04751	6.31757	6.49749	8.50595	6.83033	6.69094	5.8297	3.4731	3.35584	3.6475	7.28255	14.8344	15.0275
FBgn0051232	CG31232	chr3R	14222716	14230520	108.52885	128.94147	105.42451	75.41629	87.57683	88.34775	85.40517	67.71968	42.081291	28.093299	31.49517	30.617282	21.104863	22.493676	17.834823	29.096072	43.50468	48.368268	50.018884	45.793449	49.0692	63.77699	23.777799	21.279156	27.716791	35.36121	39.94067	47.945858	68.10891	66.43453
FBgn0032683	CG10275	chr2L	18487719	18504049	0.107977	1.31192	4.50988	11.5017	20.4172	12.9858	33.0232	15.6495	10.4997	5.59307	3.69689	5.30162	2.44246	2.41308	1.65379	1.26398	3.06166	5.32646	6.06708	7.07645	9.5488	8.79914	7.06454	3.5678	2.93127	2.14664	2.39148	1.50604	0.642078	0.724012
FBgn0020545	CG3943	chr2L	852715	854691	71.131	41.8949	17.8518	17.3838	23.8355	31.6575	25.9749	47.6986	35.817	48.4902	78.985	75.2472	80.9699	70.5763	45.1458	28.909	23.5723	20.8231	18.2938	25.3069	28.9884	39.3084	22.7625	35.4078	47.4556	75.7306	107.021	47.2856	44.0061	55.5305
FBgn0034098	CG15707	chr2R	12125529	12128269	60.4052	12.5325	2.22747	0.922529	1.25792	0.699566	1.29744	0.699116	0.708883	0.462708	1.36288	1.44224	0.62863	0.782797	1.61348	6.19992	9.54272	13.0136	10.3505	14.7731	15.0498	7.19498	4.43399	2.97977	4.43582	5.67499	5.42984	11.144	33.0981	32.3485
FBgn0040206	CG1487	chr3R	27873632	27877738	50.0845	48.5772	27.5132	27.2882	33.2194	24.6108	30.9255	20.8742	21.6064	11.2241	21.8826	23.046	11.7252	10.3631	9.09696	7.67501	13.2538	15.6662	16.3358	13.7705	18.3569	13.2676	9.10311	7.08751	11.9154	15.3906	16.5328	20.1181	39.1185	37.1743
FBgn0015402	CG2899	chr3R	1305653	1309652	40.24293	34.5119	29.20925	30.48707	26.56597	21.73066	21.1649	21.13046	15.12632	12.97739	11.1329	11.55387	9.56795	6.102607	4.934381	5.37509	9.29816	10.795882	10.55359	12.699226	18.29193	12.180728	8.217055	7.010739	8.712348	10.9517	12.9343	16.2824	21.64679	24.19277
FBgn0004167	CG12008	chr3L	3336962	3368178	8.801573	4.492696	10.55449	28.77466	34.69499	21.94128	52.34215	56.47924	38.26799	55.3909	72.2019	79.33749	45.57355	42.52809	37.50248	20.90771	24.15037	22.6837	23.40627	26.05499	31.8681	58.37857	29.358297	17.678244	28.79454	24.08718	24.050332	24.96737	21.61314	21.55037
FBgn0001324	CG8491	chr3L	19829592	19838116	20.33368	19.11366	36.018	34.7624	25.3031	14.7649	16.7618	14.0829	8.61787	11.6813	7.48778	6.04091	8.48976	5.40836	7.15036	8.60897	16.89163	16.08249	14.56291	20.65103	31.04219	18.87437	13.85226	17.80106	20.72256	28.94932	35.98739	13.34153	11.2188	14.05319
FBgn0038476	CG5175	chr3R	12905921	12911140	275.5943	981.0378	589.2248	427.898	293.8798	134.0727	110.23553	69.74691	54.41846	29.03095	60.87942	61.45035	7.496895	7.259605	8.063332	24.44877	45.04909	63.30242	70.77786	98.23745	119.86414	107.44985	22.60619	20.596595	16.89506	19.050132	16.80791	57.4516	122.4706	126.122
FBgn0259984	CG7147	chr2L	13550089	13639359	35.704	47.46434	47.11066	47.90163	46.36911	35.5695	39.298866	34.07231	27.395945	19.91998	23.17844	21.290751	8.84022	5.121131	4.7161547	4.101717	17.45459	26.90909	42.731	26.50932	36.74504	25.97616	11.260891	7.46976	6.401185	6.122142	7.081087	17.683125	23.31219	23.320817
FBgn0001330	CG3228	chrX	2131867	2136071	20.804	14.6008	15.982	19.4967	18.5399	13.0769	11.4959	8.74301	6.75154	5.6317	14.1106	11.9725	13.816	6.23309	4.22776	1.98325	2.75089	2.66772	2.61639	2.71619	3.50683	3.00353	2.15286	2.00512	1.95693	2.26679	2.53961	9.53314	15.2773	15.5539
FBgn0001491	CG1639	chrX	11218288	11219381	26.533	46.3798	54.0053	41.9145	44.3489	38.9194	30.5276	14.4536	15.6926	9.44145	14.0228	13.6731	10.2876	10.5595	8.60732	10.7626	11.9353	17.7037	15.5715	16.586	16.792	15.3525	11.4863	9.25715	10.4546	14.2993	15.7635	9.96534	17.022	17.1474
FBgn0261675	CG11233	chrX	20752840	20753653	0.0	0.0	0.0128291	0.0	0.0	0.0180835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972119	2.59925	2.76804	2.86841	4.599	7.08292	9.99136	9.70423	11.9204	17.5089	23.7519	26.0377	0.0	0.0	0.0
FBgn0001341	CG6189	chrX	523738	527666	32.0819	47.9601	32.6942	38.3176	39.7407	28.6165	27.4936	15.5752	12.2582	7.46532	22.3162	19.1593	25.7525	14.6577	8.70277	4.96646	5.58697	6.23893	5.79826	5.32899	5.33485	4.79848	3.1011	3.3533	3.45469	3.55648	3.62089	13.1867	24.1759	24.9018
FBgn0027334	CG11738	chrX	20262477	20263428	62.3293	56.6236	54.876	72.1663	65.1437	66.0586	39.9538	40.7008	25.6496	28.263	58.6243	38.121	91.5976	44.4479	32.5921	14.6726	17.8115	18.5273	14.7653	16.0948	17.8605	16.7859	10.6429	16.6479	15.1794	18.1589	21.953	48.7586	45.919	53.0632
FBgn0026713	CG32604	chrX	14095323	14118791	50.861	90.0364	98.5173	69.8863	54.4594	44.4715	31.068	43.3227	27.5167	20.8755	25.1258	18.8186	23.6629	18.0117	17.1636	14.77633	19.0165	16.3491	15.76	23.5738	24.2735	17.14466	12.28194	18.67952	12.8716	13.593	21.26234	29.845	26.0495	30.90569
FBgn0027330	CG1994	chrX	8610746	8614473	18.2042	12.4182	35.4532	45.2977	38.856	30.0178	23.3618	14.2338	9.0427	8.95069	17.7012	14.0093	37.6329	18.3089	10.0998	4.60531	5.55777	6.18722	5.65953	5.42762	5.00556	3.65329	2.10643	3.46546	2.36681	2.19081	2.54538	18.6668	23.4737	22.9001
FBgn0026702	CG32763	chrX	5516382	5521654	17.5786	6.84296	10.3709	12.792888	10.45497	7.48802	5.11475	2.22296	2.80666	2.89725	5.08459	8.53214	9.68138	5.00994	3.17189	2.172813	3.41468	3.22523	3.11376	4.40366	5.13669	10.4949	6.56114	3.61223	2.0472	3.01894	3.07011	8.65637	10.609641	12.101505
FBgn0026679	CG12113	chrX	8449263	8452882	41.6043	27.8692	33.3131	32.1395	22.7546	20.2473	11.218	11.0852	7.29743	6.04657	5.2497	4.70932	10.7451	8.81567	7.97178	6.45688	7.99457	7.41245	7.94353	10.4511	11.6736	5.79566	3.82992	5.11608	4.95092	5.62481	6.64706	15.384	18.1782	20.7856
FBgn0026666	CG8198	chrX	15628206	15629861	18.3247	6.5911	12.8672	13.4145	13.4481	17.6472	16.7767	16.7426	17.13	15.6519	21.7718	22.4805	29.9979	22.4887	20.7725	10.0997	11.2276	12.0797	10.1586	10.6364	17.2758	24.7903	31.5864	39.1964	49.6303	61.1468	64.8299	27.3019	19.9762	18.7502
FBgn0027296	CG3073	chrX	2154217	2156650	25.606	19.733	11.6112	10.3467	11.5924	10.0605	11.3225	8.13816	6.48802	6.37336	10.5791	10.6216	15.4564	9.1255	5.74522	3.16418	3.4723	3.2495	2.75737	3.05745	4.19648	4.7689	6.21277	7.59396	7.0769	7.83205	7.56485	12.885	16.9318	17.2967
FBgn0028360	CG32742	chrX	6548604	6553847	76.6056	14.5233	10.8634	13.0042	11.6003	7.47358	7.88654	6.35111	4.14997	3.76957	4.26345	4.61702	9.2352	7.73702	7.98656	9.37541	14.7944	19.8008	21.8211	22.631	20.9522	25.1089	18.7768	21.3628	33.65	44.5846	55.9871	32.1646	51.6764	55.3005
FBgn0027291	CG12233	chrX	19412334	19415953	149.302	88.68333	99.7565	90.77091	77.6213	90.7863	84.6191	150.84	170.4324	218.8987	240.1642	190.4942	339.6503	277.163	290.1911	150.208	102.6974	61.7215	49.7469	45.0415	50.7126	122.8288	514.421	931.854	631.89	356.8706	174.1905	688.8918	190.3596	156.87004
FBgn0260731	CG2206	chrX	7835456	7841163	53.29472	76.31086	50.80532	43.76227	59.75801	72.47047	60.69773	62.21126	47.60146	33.67582	35.63003	41.64776	18.35616	21.13115	20.1089	30.96373	38.16323	65.266	102.8474	114.6841	64.4241	37.52776	30.08765	58.8435	30.70591	27.79167	35.18311	58.2893	55.95085	58.872
FBgn0027279	CG14616	chrX	21888928	21909747	25.46539	27.02865	7.905922	12.81031	22.95224	17.046359	28.35178	21.941232	19.8705	22.29792	35.5278	35.64942	25.14921	15.071169	17.53823	18.03183	22.33634	17.16219	10.55583	23.40745	21.46682	12.26655	13.92606	25.18495	30.53332	30.79075	29.97658	24.514314	25.913302	25.22688
FBgn0028343	CG8465	chrX	17465817	17473449	120.85268	74.59196	71.16657	58.87997	48.63072	36.33493	25.11973	18.905791	13.447483	13.491639	15.196921	15.970587	11.72121	8.304183	8.491607	16.34055	28.29935	27.56826	19.68197	26.58196	29.52343	19.90702	9.861603	9.812784	11.885986	13.58792	16.289703	32.35273	57.32695	59.88819
FBgn0086847	CG2968	chrX	10106966	10108743	213.925	282.4967	186.6463	134.7042	133.7339	239.1869	148.3551	221.719	232.1803	314.1836	392.3002	315.7679	491.9039	544.951	515.925	233.666	133.2451	100.4731	88.0409	92.791	100.7385	193.8229	521.147	889.105	698.653	383.0115	203.0884	667.6602	248.8213	220.4855
FBgn0028341	CG32697	chrX	9521639	9552951	165.40997	139.73971	59.24255	68.17379	87.15359	108.00007	79.75879	137.30119	85.03763	66.2079	84.00298	65.20063	32.4426	27.991404	21.070469	20.12671	43.43562	59.9073	66.972367	89.8364	61.90391	53.18121	33.81347	58.68212	43.17485	49.62013	58.61449	61.90728	62.44929	69.07461
FBgn0028336	CG4094	chrX	6572498	6575887	148.6166	13.39656	8.12079	25.03477	40.2842	126.5257	78.55	114.4865	115.2069	138.4091	153.3794	138.8003	271.7248	283.6943	308.8864	144.2804	107.6702	79.011	83.7885	96.0202	121.2917	125.9592	320.4745	427.0837	313.0128	229.426	184.2519	355.4013	165.5402	162.5586
FBgn0029067	CG1696	chrX	21190805	21195094	25.9461	30.3337	26.665	18.5302	19.6428	11.9535	15.5797	9.75416	11.1573	6.72846	12.5574	14.8484	5.27453	6.21728	4.54465	3.68128	5.48064	10.3305	12.376	9.60296	9.74302	7.42425	4.84398	4.41773	6.20278	6.21425	4.77234	7.40728	15.5539	15.5493
FBgn0028331	CG2221	chrX	10242687	10260387	197.8159	253.2203	136.937	64.46065	92.8096	117.1843	121.8798	188.2935	130.5237	95.0394	89.42096	86.87863	75.8894	59.34947	67.58897	84.552	131.747	124.6553	150.5761	132.769	118.0063	79.4234	54.9936	66.2088	76.17439	69.99994	83.2271	167.5142	133.0002	131.6372
FBgn0028327	CG32701	chrX	9445170	9447817	137.4611	87.1419	111.7559	247.611	307.4567	448.975	419.35	363.531	225.9991	148.5056	117.3224	86.67063	168.3921	389.142	295.065	139.1748	140.7736	166.078	211.983	72.97511	153.651	241.237	92.841	56.2596	74.7698	63.35575	72.5303	143.4237	167.6472	169.249
FBgn0028325	CG7010	chrX	4596304	4599282	191.7665	42.81705	21.34999	32.06297	39.82502	65.17909	68.01564	118.91094	161.1337	217.6808	263.0392	259.5223	332.7504	313.0932	299.6395	121.15948	68.98204	48.62715	41.87199	57.61981	55.61065	119.67545	353.6237	601.5838	477.7808	265.6481	205.9954	526.0173	217.32294	193.5576
FBgn0040153	CG32597	chrX	14098727	14105927	0.0	0.0	0.0	0.0	0.0	0.0	5.35223	0.0	5.52297	5.356315	4.187017	5.535415	0.0	0.0	2.982045	9.340144	13.56792	59.20369	61.1534	9.98827	16.37839	16.96537	8.52016	18.99205	9.65764	11.318751	9.231448	9.02025	8.78663	9.514408
FBgn0001612	CG10988	chrX	13630599	13638763	33.7763	14.8226	8.45778	12.993	9.85181	4.55365	5.06266	2.69396	2.61269	2.2649	2.54888	2.66664	2.80302	2.88616	2.63612	5.05542	8.03133	8.89911	7.69517	7.85036	9.6271	5.94738	5.48603	3.96883	4.28141	4.58674	4.68402	9.85189	23.0137	21.3857
FBgn0002561	CG3839	chrX	303755	304850	6.51737	47.0092	175.634	95.6536	38.5907	7.20997	4.14462	1.12641	0.639445	0.801349	0.262258	1.012	0.235731	0.0208527	0.134071	0.69921	0.650056	0.49388	0.466265	0.280855	0.257312	0.146654	0.0	0.0421452	0.0	0.0430471	0.0439699	0.562898	0.0	0.0
FBgn0010482	CG9432	chr2R	2608589	2628197	0.1844335	0.274668	0.3233598	0.3395621	0.9465519	1.778057	9.279006	25.903989	64.60335	108.78548	154.50471	208.3024	85.3899	112.4179	155.04338	70.39025	54.73682	33.18795	10.202023	33.90444	3.375747	56.133054	176.09908	193.7689	102.33996	57.14191	40.377934	59.71423	12.734891	10.539226
FBgn0010497	CG5304	chr2L	12027438	12034157	69.8925	2.632	1.26347	2.28129	1.95307	3.37666	6.20239	12.329	35.7908	101.626	161.165	157.97	91.6671	87.5107	54.5557	62.0058	27.2716	54.5408	79.1418	42.5181	17.2734	20.5139	46.061	19.6414	36.4603	37.2494	32.509	84.9713	86.0602	83.7112
FBgn0010549	CG8799	chr2R	5277669	5282776	0.207733	0.185767	0.0588111	0.3149184	0.693717	1.20208	1.230811	0.771464	1.487058	2.735879	13.97957	13.71943	24.36734	17.88971	10.74116	2.473908	1.893388	1.917058	1.568206	0.741802	1.068286	0.649588	0.452481	0.4583918	0.839529	1.202906	1.34039	0.4359541	0.427031	0.34381
FBgn0010551	CG15081	chr2R	14706937	14709793	277.1782	49.97532	34.57579	54.42655	102.12314	257.8906	250.02131	295.75357	265.3391	199.45936	167.28979	153.86429	358.3329	375.8789	261.11398	93.74695	89.43496	98.13885	102.8058	95.03443	142.07692	221.7359	187.79932	124.87423	153.135	158.21306	199.28392	221.89698	254.09858	246.96976
FBgn0028622	CG13432	chr2R	16450491	16469708	2.790445	1.864935	3.148783	9.50804	13.95246	29.1548	25.4903	27.9275	32.3531	69.8812	43.2028	46.307	24.1285	20.8985	33.6367	36.2902	43.911	68.8328	89.8101	100.8587	76.3272	51.5351	37.6375	126.7032	33.1503	14.94444	15.18952	27.60217	8.44937	6.82144
FBgn0010607	CG8886	chr2L	4970104	4973894	40.38863	42.30886	46.58223	46.81861	41.04904	30.67685	36.44502	13.28867	14.00449	10.48605	15.77415	17.72895	7.16254	10.75947	6.88616	9.42586	12.5666	15.4722	13.78881	12.99151	15.09068	10.76564	7.585114	4.45336	6.3378	5.86265	6.06212	10.82185	27.26013	25.51603
FBgn0067959	CG6105	chr2L	10975517	10977006	137.4635	247.321	215.482	178.2613	166.0075	202.9151	174.5827	160.4574	199.503	290.2451	365.211	319.412	344.932	417.525	371.716	217.8993	121.6821	112.5147	104.7862	92.7073	107.747	175.9987	369.794	487.36	532.17	416.156	204.1706	403.368	221.178	172.907
FBgn0010622	CG9893	chr2R	18948942	18950125	35.4527	41.33731	36.21458	38.46962	40.97242	43.11963	33.93256	25.23271	20.55054	23.97104	23.80665	23.51995	18.18759	20.2054	14.25361	19.1485	22.01446	25.76985	22.44564	19.87327	26.09164	25.49434	16.37724	12.86014	14.58549	13.72149	14.3363	16.5243	20.68872	20.8511
FBgn0010651	CG15095	chr2R	14684394	14691232	1.635301	24.09752	60.1876	67.2788	71.0099	76.617	53.5431	43.57861	37.05497	39.84724	35.17146	41.7243	88.1015	70.7681	43.7537	36.40672	45.3354	68.6983	79.7769	118.4247	81.7083	48.7705	22.06065	23.01409	33.01884	32.14699	32.22061	27.96837	13.92219	19.14398
