FBgn	gene	chromosome	start	stop	strand	CME_W1_Cl.8+	Kc167	ML-DmBG3-c2	S2_DRSC
FBgn0029831	CG5966	chrX	5882800	5886704	-	0.551429	0.0492694	1.04991	0.057058
FBgn0027546	CG4766	chrX	5891495	5894927	-	0.0275586	0	0	0
NA	noncoding_22128	chrX	5895664	5898300	+	0	0	0	0
FBgn0029003	CG4746	chrX	5899676	5907211	-	0	0.0561368	0	0
NA	noncoding_22131	chrX	5907750	5908088	+	0	0	0	0
FBgn0003302	CG4336	chrX	5929777	5932120	-	7.04186	5.66067	8.04126	7.05633
FBgn0029833	CG5941	chrX	5931884	5933611	-	47.7399	54.797	36.4239	30.6924
FBgn0029834	CG5937	chrX	5934552	5943407	-	0.102727	0.429658	0.0789381	0.235736
FBgn0029835	CG5921	chrX	5944865	5958637	-	0.0575073	0.0244064	0.277216	0
FBgn0029836	CG5928	chrX	5961992	5963294	-	0	0	0.0685549	0
FBgn0029837	CG4690	chrX	5963158	5967030	-	0.515318	0.132625	65.2684	0.0277504
FBgn0029838	CG4666	chrX	5970041	5971763	-	0.0566258	0.0961292	17.3871	0.25976
FBgn0029839	CG4660	chrX	5972740	5975434	-	0.0594919	0	0.0524917	0
FBgn0026060	CG4317	chrX	5976676	5985581	-	14.7994	27.2511	14.8482	11.8102
FBgn0029840	CG4320	chrX	5978806	5983739	-	15.9133	21.5713	12.7351	15.5384
FBgn0029843	CG5905	chrX	5985664	5999070	-	0.22165	0.135275	0.384749	0
FBgn0029846	CG15899	chrX	6000519	6058575	-	0.334351	0.225042	0.118545	0.0147988
FBgn0052750	CG32750	chrX	6088769	6090472	-	0	0.0400295	0	0
FBgn0052751	CG32751	chrX	6090582	6092662	-	0	0	0	0
FBgn0040069	CG32754	chrX	6094211	6096650	-	0	0	0	0.0263276
FBgn0029848	CG3599	chrX	6111299	6113505	-	0.0377873	0.128297	0.100023	0.123816
FBgn0029849	CG3774	chrX	6113920	6116869	-	32.4437	35.9126	28.2524	35.0658
FBgn0003514	CG3595	chrX	6116836	6119207	-	246.838	359.797	261.921	220.078
FBgn0029850	CG14446	chrX	6119532	6130195	-	6.62554	11.4006	5.98838	9.75034
FBgn0029851	CG14445	chrX	6131349	6134566	-	0.0994582	0.211053	0	0.557645
FBgn0023458	CG3585	chrX	6134876	6149626	-	23.8954	32.5188	18.8563	45.5126
FBgn0015818	CG3780	chrX	6149828	6151659	-	41.3685	50.8882	32.875	54.3396
FBgn0040918	CG3576	chrX	6151673	6161283	-	60.7555	60.8834	24.1472	105.024
FBgn0029853	CG3781	chrX	6155201	6156153	-	43.3521	73.5954	50.4022	103.386
FBgn0028982	CG12225	chrX	6161819	6169019	-	62.7436	46.6383	73.275	60.0757
FBgn0029854	CG3566	chrX	6169002	6170850	-	41.5957	43.7223	49.4933	37.041
FBgn0086558	Ubi-p5E	chrX	6170917	6173557	-	15.3574	15.3977	10.4584	21.8169
FBgn0026015	CG3458	chrX	6178170	6182039	-	51.5777	44.8334	55.0983	40.1398
FBgn0029857	CG15897	chrX	6182155	6183603	-	73.0246	63.9386	69.4774	60.269
FBgn0028685	CG3455	chrX	6183500	6185276	-	157.696	167.475	107.241	97.3535
FBgn0029858	CG15896	chrX	6185350	6187198	-	20.5782	14.5523	19.1858	13.9505
FBgn0029859	CG15892	chrX	6187136	6189148	-	18.8189	19.2162	20.3034	30.1848
FBgn0029860	CG15891	chrX	6187137	6189148	-	0	0	0	0
FBgn0029861	CG3815	chrX	6189423	6193020	-	20.7861	19.428	26.4774	17.9744
FBgn0043796	CG12219	chrX	6193062	6195329	-	17.6882	13.9668	20.4268	20.1569
FBgn0029863	CG3823	chrX	6197941	6200780	-	0.114929	0.14633	0.152109	0
FBgn0029864	CG15894	chrX	6210065	6222135	-	0.0158742	0.0456411	0.0280128	0.00998795
FBgn0250869	CG42240	chrX	6224890	6226783	-	13.155	4.4873	33.628	6.90203
FBgn0029866	CG3842	chrX	6235050	6237819	-	0.90666	0.867273	0.558851	0.669582
FBgn0029867	CG3847	chrX	6241135	6243273	-	62.7368	72.2547	44.5336	59.0185
FBgn0029868	CG3446	chrX	6243299	6244474	-	101.403	111.398	66.1964	119.639
FBgn0086133	kdn	chrX	6246265	6255423	-	94.505	357.703	174.981	74.7092
NA	DMG4-MB6.chrX.12.008	chrX	6255507	6257052	-	0.114252	1.3382	0.431705	0.890656
FBgn0016974	CG3429	chrX	6257297	6259781	-	0.580173	10.7383	0.309026	6.54098
FBgn0029870	CG3869	chrX	6259978	6265073	-	50.0119	60.056	26.8224	42.1024
FBgn0003139	CG12217	chrX	6265017	6267025	-	30.1925	51.3273	45.3962	30.1036
FBgn0053664	CG33664	chrX	6278226	6278930	+	0	0	0	0
FBgn0053669	CG33669	chrX	6293488	6294160	-	0	0	0	0
FBgn0053668	CG33668	chrX	6312822	6313494	-	0	0	0	0
FBgn0259242	CG42340	chrX	6359241	6421931	-	0	21.8991	23.9877	0
NA	noncoding_22221	chrX	6365997	6372882	-	0	0	0	0
FBgn0053665	CG33665	chrX	6372260	6372904	-	0	0	0	0
FBgn0029873	CG3918	chrX	6418389	6420407	-	36.5616	39.1636	26.1187	42.0454
FBgn0029874	CG3342	chrX	6420138	6421931	-	24.2974	0	0	24.7468
FBgn0014031	CG3926	chrX	6422863	6424816	-	2.40799	3.48982	1.19534	1.593
FBgn0014026	CG3314	chrX	6424806	6427346	-	2819.71	2316.13	2897.8	3317.61
FBgn0000524	CG3929	chrX	6427946	6432615	-	23.5107	21.6695	31.3435	11.6462
FBgn0085446	CG34417	chrX	6454246	6483209	-	4.41736	3.88222	6.94924	3.75302
FBgn0029877	CG17717	chrX	6483289	6484680	-	1.51572	0.81872	0.191021	0.955547
FBgn0029878	CG10695	chrX	6484795	6490989	-	53.0011	43.0849	16.972	43.1155
NA	noncoding_22240	chrX	6486566	6487062	-	0	0	0	0
FBgn0029879	CG14444	chrX	6491077	6493773	-	0.767102	10.211	0.879433	0.720172
FBgn0029881	CG3973	chrX	6494097	6547082	-	31.4127	33.7275	26.8132	29.5605
FBgn0029880	CG14443	chrX	6528886	6530202	+	0	0	0	0
FBgn0029882	CG3226	chrX	6547128	6548575	-	85.4317	112.899	60.383	84.1686
FBgn0028360	CG32742	chrX	6548604	6553847	-	12.3557	24.4989	9.93235	10.9774
FBgn0029885	CG3224	chrX	6554570	6555528	-	55.8074	55.0693	46.1918	57.519
FBgn0062413	CG3977	chrX	6555679	6562300	-	16.4286	20.0108	22.9983	32.3165
FBgn0029887	CG3198	chrX	6562569	6568061	-	38.5338	31.4339	30.7611	29.5386
FBgn0025815	CG4039	chrX	6568421	6571209	-	71.2888	121.706	85.1687	75.1274
FBgn0029888	CG3192	chrX	6571221	6572382	-	60.6367	51.3441	47.0721	62.0368
FBgn0028336	CG4094	chrX	6572498	6577759	-	152.776	102.915	222.615	100.758
FBgn0029890	CG4095	chrX	6575788	6577759	+	0	0	0	0
FBgn0029891	CG4523	chrX	6577808	6581473	-	52.7442	35.7724	40.1397	40.6376
NA	noncoding_22267	chrX	6580995	6581415	-	1.45816e-08	0.366015	9.6402e-09	1.20439e-08
FBgn0029892	CG3184	chrX	6581628	6582803	-	20.6653	21.8001	21.2047	10.6004
FBgn0029893	CG14442	chrX	6583076	6589043	-	39.5834	55.0569	48.6364	32.5941
FBgn0029894	CG14440	chrX	6590735	6592536	-	15.2053	16.2336	14.9364	10.8678
FBgn0029895	CG14441	chrX	6593377	6613099	-	7.85208	1.45987	2.32252	0.457588
FBgn0029896	CG3168	chrX	6614501	6624716	-	27.8971	34.1448	70.412	18.2441
FBgn0029897	CG3203	chrX	6635559	6638319	-	3352.04	2335.83	3412.23	3815
FBgn0029898	CG14439	chrX	6641540	6649914	-	0.0303987	0.0291236	0.272465	0.202365
FBgn0029899	CG14438	chrX	6650354	6664754	-	11.4112	16.9917	9.02586	15.9553
NA	noncoding_22284	chrX	6652683	6653524	-	2.11913	2.40788	0	2.24488
FBgn0029502	CG14437	chrX	6665103	6667136	-	37.9206	29.5918	31.5589	42.0545
FBgn0003390	CG3135	chrX	6665429	6673885	-	1.62899	0.711265	15.0843	1.54946
FBgn0259228	CG42328	chrX	6674789	6697613	-	13.3261	42.185	9.23975	61.7129
FBgn0029903	CG4532	chrX	6697703	6707848	-	33.8737	51.3103	34.7507	22.8696
FBgn0086693	iav	chrX	6708010	6712189	-	0.441785	0.974978	0.409292	0.260563
FBgn0029905	CG3075	chrX	6712203	6714960	-	17.6743	21.3871	17.2674	19.6982
FBgn0029907	CG4547	chrX	6715038	6718238	+	0	0	0	0
FBgn0029906	CG4542	chrX	6715051	6718238	-	22.6849	18.5411	21.6334	26.1
FBgn0052743	CG32743	chrX	6718293	6732283	-	19.5992	23.4402	17.2058	24.3502
FBgn0029909	CG12796	chrX	6725430	6726717	-	0	0	0	0
FBgn0029911	CG14435	chrX	6733287	6737978	-	20.9185	21.5301	23.1454	10.6112
FBgn0029912	CG4557	chrX	6738305	6741946	-	30.3504	21.8535	28.9499	24.3043
FBgn0029913	CG3044	chrX	6741905	6743657	-	9.1511	7.81644	8.15548	8.01605
FBgn0029914	CG4558	chrX	6743805	6745962	-	13.3251	14.2391	23.2669	16.9817
FBgn0029915	CG14434	chrX	6745941	6746671	-	136.68	96.7883	74.8041	54.6539
FBgn0064122	CG33691	chrX	6762540	6774552	-	28.6575	73.3785	43.7939	17.1859
FBgn0064121	CG33692	chrX	6762541	6774552	+	0	0	0	0
NA	noncoding_22320	chrX	6766748	6768589	+	0	0	0	0
FBgn0029920	CG4575	chrX	6844542	6845046	-	0	0	0	0.178381
FBgn0052733	CG32733	chrX	6846368	6846842	-	0	0.138921	0	0
FBgn0052732	CG32732	chrX	6852043	6862933	-	19.5258	18.7222	17.9534	14.95
FBgn0029922	CG14431	chrX	6854333	6859825	-	0	12.9552	0	0
FBgn0029924	CG4586	chrX	6863640	6866307	-	8.47515	12.3102	14.5209	6.32454
FBgn0029925	CG3040	chrX	6866356	6867443	-	30.4743	19.4456	18.7653	25.8169
FBgn0004646	CG3039	chrX	6867922	6875774	-	1.131	0.161989	12.4348	0.498927
FBgn0261284	CG14430	chrX	6880522	6881236	-	3.80281	0.368899	5.17683	2.7057
FBgn0027106	CG2977	chrX	6885643	6903902	-	0	0	0	0
NA	noncoding_22336	chrX	6890106	6890597	-	0	0	0	0
FBgn0027108	CG4590	chrX	6892695	6898198	-	19.9996	2.14966	57.7434	13.105
FBgn0000330	CG3035	chrX	6903343	6905168	-	27.4897	17.2407	24.302	21.4644
FBgn0052736	CG32736	chrX	6905394	6906169	+	0	0	0	0
FBgn0259204	CG42308	chrX	6905522	6906169	-	13.5032	21.4626	12.9656	11.1914
FBgn0029928	CG3032	chrX	6906271	6907696	-	3.1031	4.52853	6.29252	2.31896
FBgn0029929	CG4593	chrX	6907935	6909042	-	46.6726	53.4164	40.5625	44.1336
FBgn0029930	CG12541	chrX	6916412	6960103	-	0.033238	0.638067	1.45299	0.0286415
NA	MB8.chrX.pasa.100	chrX	6918044	6924196	+	0	0	0	0
FBgn0029931	CG14427	chrX	6934641	6935802	+	0	0	0	0
FBgn0004143	CG14426	chrX	6943511	6944354	+	0	0	0	0
FBgn0029932	CG4607	chrX	6963897	6966729	-	0.107846	0.176605	0.158594	0.0706747
FBgn0029933	CG14425	chrX	6970742	6992086	-	0	0	24.7603	7.5267
FBgn0003659	CG18350	chrX	6970742	6992086	-	15.4437	53.4674	0	0
FBgn0029935	CG4615	chrX	6992473	6996349	-	8.02776	7.46448	5.40897	7.36515
FBgn0029936	CG4617	chrX	6996351	6998542	-	12.7094	11.8351	15.5401	9.50489
FBgn0029937	CG8300	chrX	6998838	7000412	-	84.1761	84.7158	98.6383	60.7734
FBgn0027342	CG4626	chrX	7000304	7004363	-	10.9348	12.9483	8.01949	7.64396
FBgn0029939	CG9650	chrX	7087008	7134453	-	0.0287164	0.060937	0.819225	0.011881
NA	noncoding_22371	chrX	7141620	7172175	-	0.125125	0	0.110402	0.0819978
FBgn0029940	CG1958	chrX	7160936	7161914	-	0.158645	0	0	0
FBgn0029941	CG1677	chrX	7175105	7180391	-	64.5272	68.1015	62.8072	47.3071
FBgn0029942	CG2059	chrX	7180607	7182263	-	12.4258	24.8951	12.0996	13.535
FBgn0025549	CG1659	chrX	7182308	7185583	-	18.4199	12.0081	18.7235	6.77344
FBgn0024250	CG9653	chrX	7201973	7205645	-	16.1408	10.3292	25.1092	4.62421
FBgn0029943	CG1643	chrX	7208647	7217971	-	7.69443	7.23383	5.24219	8.99969
FBgn0029944	CG2079	chrX	7218157	7222997	-	10.6996	8.12966	20.1645	8.00566
FBgn0029945	CG18155	chrX	7223057	7225289	-	0.449941	1.68679	0.92633	0.589719
FBgn0026144	CG1435	chrX	7231387	7236791	-	2.37305	3.99443	136.774	0.345215
FBgn0029946	CG15034	chrX	7241009	7241527	-	0	0.127121	0	0
FBgn0029947	CG1999	chrX	7252796	7254101	-	0.0684708	0	0	0
FBgn0029948	CG15033	chrX	7272150	7272986	-	0.104411	0	0	0.0684235
FBgn0029949	CG15035	chrX	7295732	7297207	-	0	0	0	0.137868
FBgn0052727	CG32727	chrX	7301234	7301897	-	0	0	0	0.16834
FBgn0259098	CG42246	chrX	7305299	7306028	-	0	0	0	0.15244
NA	MB8.chrX.pasa.101	chrX	7306679	7307361	-	0	0	0	0
FBgn0085366	CG34337	chrX	7311275	7311739	+	0	0	0	0
FBgn0029950	CG9657	chrX	7312563	7315701	-	3.36193	0.0306843	0.0956885	0.14214
FBgn0040922	CG15036	chrX	7318559	7318867	-	0	0	0	0.165061
FBgn0052726	CG32726	chrX	7319256	7319799	-	0	0.138047	0	0
NA	noncoding_22394	chrX	7344721	7345684	+	0	0	0	0
FBgn0040923	CG11368	chrX	7344994	7346696	+	0	0	0	0
NA	DMG6-MB6.chrX.13.005	chrX	7346718	7347373	-	0	0	0	0
NA	noncoding_22397	chrX	7383254	7383668	-	0	0.18922	0	0.146088
NA	noncoding_22398	chrX	7388746	7389527	-	0	0	0	0.0858761
FBgn0052719	CG32719	chrX	7402702	7406904	-	0.0608291	0.103265	0	0.677672
FBgn0052720	CG32720	chrX	7426896	7430922	-	0	0.0852408	0	0.0987158
FBgn0029951	CG11369	chrX	7468322	7470800	-	0	0.0797197	0	0.225676
FBgn0029952	CG12689	chrX	7479340	7480489	-	0	0.120934	0	0
FBgn0004198	CG11387	chrX	7502460	7572292	-	28.6937	36.9745	27.4653	16.7323
FBgn0029504	CG12690	chrX	7577438	7599049	-	12.1368	28.1476	5.87499	5.48014
FBgn0029955	CG15478	chrX	7606815	7609149	-	0.0418207	1.20693	0	0.0822188
FBgn0022786	CG12153	chrX	7616066	7619979	-	18.4175	18.8192	21.4219	15.6084
FBgn0027553	CG32721	chrX	7620026	7622424	-	18.209	23.6798	19.6132	19.6105
FBgn0029957	CG12155	chrX	7622696	7625762	-	25.7382	30.5429	34.9758	30.5325
FBgn0029958	CG12151	chrX	7625764	7628632	-	24.8745	23.1007	28.2712	19.9562
FBgn0029959	CG12156	chrX	7628947	7630876	-	31.2926	32.7565	21.9082	20.4837
FBgn0016041	CG12157	chrX	7631379	7634035	-	65.8862	102.514	49.3412	34.9679
FBgn0029961	CG12663	chrX	7659015	7660859	+	0	0	0	0
FBgn0052718	CG32718	chrX	7672237	7673404	-	0	0	0	0
FBgn0029962	CG1402	chrX	7720190	7735260	-	0	0.0802378	0	0
FBgn0029963	CG10920	chrX	7746535	7748246	-	0	0	0	0
FBgn0029964	CG1409	chrX	7752206	7752827	+	0	0	0	0
FBgn0029965	CG15326	chrX	7758623	7760950	-	0	0	0	0
FBgn0000427	CG2175	chrX	7761228	7767255	-	0	0.0202923	0	0
FBgn0029966	CG15324	chrX	7768682	7770886	-	0	0	0	0.072351
FBgn0259190	CG42294	chrX	7770995	7772869	-	0.0434607	0	0	0
FBgn0259189	CG42293	chrX	7773833	7775712	-	0	0	0	0
FBgn0259188	CG42292	chrX	7775971	7778134	-	0	0	0.13304	0.469356
FBgn0029968	CG15325	chrX	7778651	7781009	-	0	0	0.396347	2.1195
FBgn0029969	CG10932	chrX	7781299	7782785	-	227.981	33.9877	231.281	56.9283
FBgn0029970	CG17256	chrX	7783098	7785605	-	2.04232	5.51583	4.80537	5.31301
FBgn0029971	CG18624	chrX	7786919	7787906	-	129.284	137.478	111.047	144.986
FBgn0040087	CG1422	chrX	7788069	7790819	-	39.3247	43.5318	47.3171	49.4891
NA	DMG4-MB6.chrX.15.012	chrX	7791284	7792193	-	0	0	0	0
NA	DMG8-chrX.14.011	chrX	7792310	7793259	-	0	0	0	0
NA	noncoding_22436	chrX	7792473	7795335	-	0	0	0	0
FBgn0261592	CG10944	chrX	7793497	7795409	-	2783.72	2966.58	3653.04	4826.96
FBgn0010292	CG1430	chrX	7795851	7797770	-	34.314	38.8471	26.676	30.2358
FBgn0029974	CG10946	chrX	7797736	7801825	-	0.747202	3.41691	0.724582	0.488015
FBgn0029975	CG1444	chrX	7802863	7805922	-	102.622	86.888	104.358	145.378
FBgn0029976	CG1514	chrX	7806086	7812532	-	8.37209	21.3329	10.7429	33.4101
FBgn0029977	CG15329	chrX	7812549	7814164	-	0.212395	5.90428	1.45238	1.49628
FBgn0260858	CG1515	chrX	7814343	7816026	-	27.3516	44.6977	17.3055	33.9669
FBgn0029979	CG10777	chrX	7818099	7825449	-	22.6158	24.2087	13.7531	10.3087
NA	noncoding_22445	chrX	7822518	7825413	-	0	0	0	0
FBgn0029980	CG10778	chrX	7825761	7827424	-	33.6056	24.4152	33.1281	32.1902
FBgn0004403	CG1524	chrX	7827582	7828785	-	163.778	194.306	167.061	215.534
FBgn0004404	CG1527	chrX	7828881	7847659	-	29.663	30.5361	23.7687	26.3806
FBgn0260970	CG42593	chrX	7829922	7847659	+	0	0	0	0
FBgn0260731	CG2206	chrX	7835456	7841163	-	91.3095	82.9135	95.3362	143.545
FBgn0029986	CG15332	chrX	7847884	7850023	-	0.348575	2.47691	0.635648	0.507625
FBgn0029987	CG15330	chrX	7850096	7850735	-	0.485618	5.66771	0.214239	0.318239
FBgn0003656	CG2212	chrX	7850763	7862359	-	16.1411	21.4938	14.1895	19.0116
NA	noncoding_22475	chrX	7862897	7863528	+	0	0	0	0
FBgn0003447	CG32858	chrX	7863725	7880118	-	0.831001	2.71083	190.065	0.293865
FBgn0010329	CG1543	chrX	7889640	7921374	-	0.0406859	5.52532	0.0227784	0.72017
FBgn0029989	CG15333	chrX	7913552	7915297	-	0	5.77354	0	0.349607
FBgn0029990	CG2233	chrX	7927469	7931546	-	0.232698	3.2098	0.152949	0.309336
FBgn0004656	CG2252	chrX	7932970	7955540	-	55.2755	109.094	40.8448	48.4263
FBgn0004657	CG1560	chrX	7955589	7964273	-	125.03	121.389	105.396	99.8436
FBgn0029992	CG2253	chrX	7964272	7969525	-	16.8884	21.0961	11.0687	13.1675
FBgn0029993	CG1571	chrX	7969902	7972319	-	0	0.167838	0.116311	0
FBgn0029994	CG2254	chrX	7972354	7975635	-	0.0542879	0.13824	0.2395	0.711528
FBgn0029995	CG2256	chrX	7978050	7981252	-	0.0673415	0.400121	0.178253	0.132392
FBgn0029996	CG2257	chrX	7981713	7988151	-	33.456	100.347	40.9541	21.107
FBgn0029997	CG2258	chrX	7988280	7996130	-	9.75799	20.687	11.9848	3.19011
FBgn0040319	CG2259	chrX	7996494	8010184	-	125.274	81.8828	43.1608	31.3162
FBgn0029999	CG1575	chrX	8011095	8013166	-	38.6707	33.0382	34.7005	35.5408
FBgn0030000	CG2260	chrX	8013110	8015183	-	27.9931	30.6425	19.2686	22.3019
FBgn0030001	CG15335	chrX	8015308	8029746	-	0.170475	0.21449	0.534759	2.06998
FBgn0030003	CG2116	chrX	8023772	8025816	-	23.9108	20.9723	23.9773	28.9512
FBgn0030004	CG10958	chrX	8026438	8029000	-	3.23996	4.78057	5.85104	3.294
FBgn0030005	CG2120	chrX	8029356	8031082	-	0.355742	0.198578	0.247705	0.275964
FBgn0025800	CG2262	chrX	8031094	8036379	-	40.0836	51.8184	34.3071	33.3265
FBgn0030006	CG17982	chrX	8036648	8037554	-	11.9021	11.2655	10.5771	13.0183
FBgn0030007	CG2263	chrX	8037936	8039634	-	150.221	68.4855	135.608	63.3238
FBgn0030008	CG2129	chrX	8039886	8041888	-	10.4625	12.6961	14.0181	10.4369
FBgn0030009	CG15336	chrX	8041975	8042529	-	0.420094	2.13948	0.123555	0.2753
FBgn0030010	CG10959	chrX	8042821	8044757	-	3.51483	4.74767	4.79957	3.35106
FBgn0030011	CG10763	chrX	8044763	8046311	-	3.20733	3.87094	14.4592	1.93765
FBgn0030012	CG18262	chrX	8046980	8048566	-	13.7448	11.127	24.4708	14.104
FBgn0026318	CG10961	chrX	8048622	8051399	-	5.72682	4.00734	6.2854	5.34566
FBgn0030013	CG1583	chrX	8051539	8053147	-	25.9315	26.7078	24.6992	27.3036
FBgn0030014	CG15337	chrX	8054011	8055586	-	0	0	0.045451	0
FBgn0030015	CG10761	chrX	8055567	8056825	-	0.123335	0.157031	0.0544111	0.0404123
FBgn0030016	CG10759	chrX	8058207	8059741	-	0.290988	0.543386	0.564847	0.152554
FBgn0030017	CG2278	chrX	8060971	8071193	-	0	36.6944	0	17.5393
FBgn0030018	CG2272	chrX	8064258	8071193	-	17.4833	0	17.4699	0
FBgn0243505	sdt	chrX	8087218	8134502	-	5.93151	1.60804	10.7469	11.6423
FBgn0030025	CG2147	chrX	8134667	8135520	-	38.9343	40.7947	24.2074	34.8044
FBgn0030026	CG10964	chrX	8135503	8137496	-	44.1151	28.6691	19.5965	22.1752
FBgn0020653	CG2151	chrX	8136369	8142202	-	666.512	310.56	390.599	255.181
FBgn0017566	CG2286	chrX	8142623	8145759	-	179.445	152.808	181.198	133.228
FBgn0030027	CG1632	chrX	8146704	8174862	-	0	8.66293	6.353	0
FBgn0030028	CG10965	chrX	8163926	8165762	-	1.91425	0.598623	2.26682	3.43326
FBgn0030029	CG15343	chrX	8166356	8167839	-	2.20949	1.58688	2.16619	0.482645
FBgn0030030	CG1636	chrX	8167449	8170483	-	12.3702	0	0	7.4309
FBgn0015519	CG2302	chrX	8176583	8223766	-	0.173829	0.105391	0.502935	0.0488207
NA	noncoding_22561	chrX	8259555	8261139	-	0.147206	0.12495	0.129885	0
FBgn0030033	CG1387	chrX	8279808	8283537	-	0	0	0	0
FBgn0040928	CG15345	chrX	8291143	8292373	-	2.44703	2.02093	2.04239	2.21038
FBgn0030034	CG10555	chrX	8292855	8298549	-	24.9516	33.7883	30.5555	20.2383
FBgn0030035	CG11190	chrX	8298565	8301328	-	69.9563	75.7709	104.402	64.4686
FBgn0052711	CG32711	chrX	8301994	8304307	-	14.7544	14.9567	17.1927	3.42501
FBgn0261793	CG18009	chrX	8303304	8324400	-	33.7892	69.3217	17.2546	5.96336
FBgn0052712	CG32712	chrX	8325160	8327871	-	11.7505	26.7669	6.71797	1.9644
FBgn0030037	CG12125	chrX	8327994	8330959	-	25.2075	38.7236	36.322	24.7272
FBgn0030038	CG1440	chrX	8331027	8335311	-	95.9854	85.6383	71.5567	61.389
FBgn0030039	CG12123	chrX	8335279	8336387	-	18.1014	23.1771	17.862	25.032
FBgn0021767	CG11202	chrX	8341871	8349136	-	0.0704609	0.480188	0.0533925	0.25671
FBgn0052713	CG32713	chrX	8351038	8351593	-	0	0.118646	0	0
FBgn0030040	CG15347	chrX	8352507	8355091	-	90.6789	71.7633	19.8278	149.632
FBgn0023506	CG1474	chrX	8355500	8357424	-	14.5985	15.0151	10.7779	13.1103
FBgn0014032	CG12117	chrX	8357337	8359030	-	7.45369	7.7268	7.73883	11.6649
FBgn0053223	CG33223	chrX	8359790	8377918	-	0	0.0629527	0	0
FBgn0030041	CG12116	chrX	8361475	8363040	-	0.396562	0.126227	0.131213	3.02108
FBgn0014464	CG33962	chrX	8364920	8367120	-	0.20948	0.0592696	0	0.0915187
FBgn0014465	CG15350	chrX	8367237	8370104	-	0.0854063	0.0241646	0	0
FBgn0014466	CG15351	chrX	8371089	8372374	-	0.063955	0.325714	0	0.167646
FBgn0000359	CG1478	chrX	8373205	8374537	-	0	0.105951	0	0
FBgn0000360	CG11213	chrX	8375696	8377207	-	0.10911	0	0	0.0395632
FBgn0003023	CG12743	chrX	8379025	8383578	-	0.196959	0.0421296	0	0.0487895
FBgn0053181	CG33181	chrX	8396383	8411062	-	9.26231	1.18754	1.16944	3.49871
FBgn0002968	CG1634	chrX	8411355	8445291	-	36.1591	9.59266	37.8759	35.6632
FBgn0024943	CG11219	chrX	8419418	8423743	-	0	0	0	0
NA	noncoding_22606	chrX	8443289	8444246	+	0	0	0	0
FBgn0026679	CG12113	chrX	8449263	8452882	-	29.3489	36.0475	36.9688	27.2709
FBgn0030048	CG12112	chrX	8452907	8454435	-	13.1724	23.6481	4.31986	31.5498
FBgn0030049	CG11265	chrX	8454503	8462076	-	35.1723	46.3758	25.6398	31.8534
FBgn0030050	CG12111	chrX	8462127	8465034	-	1.03764	2.31779	0.843267	0.536839
FBgn0030051	CG2056	chrX	8465127	8467630	-	1.53979	0.0829849	0.85295	0.352379
FBgn0030052	CG12065	chrX	8468315	8482602	-	160.199	95.3107	57.3313	176.217
FBgn0030053	CG12081	chrX	8482856	8496077	-	107.702	92.7264	82.4768	75.9404
FBgn0040929	CG12659	chrX	8484648	8500414	-	30.8958	0	23.6823	0
FBgn0025864	CG12737	chrX	8486076	8496077	+	0	0	0	0
FBgn0030054	CG12109	chrX	8496065	8500414	-	0	80.4399	0	36.444
FBgn0004102	CG12154	chrX	8524191	8544744	-	0.0155809	0.0396757	0.0137476	0
FBgn0030055	CG12772	chrX	8571094	8574946	-	11.0495	9.89668	12.4302	11.2722
FBgn0030056	CG11284	chrX	8575321	8582793	-	43.8337	40.8307	17.9422	38.448
FBgn0030057	CG12108	chrX	8582655	8584262	-	14.9244	26.7794	24.1571	18.1145
FBgn0027864	CG1795	chrX	8584329	8585840	-	5.41238	5.77965	6.36737	7.05563
FBgn0030058	CG11294	chrX	8585851	8587859	-	0.103575	0	0	0
FBgn0041629	CG1787	chrX	8603661	8611098	-	337.559	249.716	277.424	562.332
FBgn0030060	CG2004	chrX	8606478	8614473	-	72.4623	87.3798	61.4	55.1673
FBgn0030061	CG1785	chrX	8608883	8611098	+	0	0	0	0
FBgn0027330	CG1994	chrX	8610747	8614473	-	0	0	0	0
FBgn0030063	CG1789	chrX	8614502	8615607	-	19.1373	30.9441	13.955	18.9155
FBgn0026411	CG11354	chrX	8651237	8700055	-	0.0462596	0.103644	23.804	0.0303152
FBgn0030065	CG12075	chrX	8748140	8766807	-	0.23983	11.2791	3.23601	42.9031
FBgn0011661	CG10701	chrX	8767292	8785841	-	727.645	830.242	913.558	619.957
FBgn0030066	CG1885	chrX	8793064	8794211	-	12.3772	11.1374	11.3983	20.1227
FBgn0030067	CG10648	chrX	8795701	8797878	-	45.3985	64.8103	38.3133	124.769
FBgn0011586	CG1871	chrX	8798312	8800333	-	136.094	209.172	87.5474	234.152
FBgn0261549	CG15352	chrX	8800907	8802558	-	3.38983	1.20274	0.8043	3.3502
NA	noncoding_22683	chrX	8801885	8805792	-	0.220645	0.0108744	0.010257	0.507062
FBgn0261549	rdgA	chrX	8806400	8919837	-	5.89541	1.94487	2.74967	2.99318
FBgn0030071	CG12661	chrX	8817255	8817651	-	0	0	0.172852	3.33789
FBgn0030073	CG10962	chrX	8866673	8868437	-	56.9595	10.9389	19.8916	63.6677
FBgn0030074	CG12662	chrX	8877701	8878216	-	0	0	0	0
NA	noncoding_22687	chrX	8901848	8907534	-	0.364213	0	0	0
FBgn0259734	CG42388	chrX	8924237	8948628	-	2.97379	17.3523	3.46265	3.32012
